household_type,income_group,year,inc_before_transfers_taxes,market_inc,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_inc,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_inc,dividends,corp_tax_borne_by_capital,other_market_inc,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
all_households,fourth_quintile,2005,121700,115800,80100,2600,7300,6000,100,1300,3400,1100,200,1200,500,1000,1000,10100,5900,3700,1700,400,200
all_households,fourth_quintile,2006,123800,117400,80700,2600,7200,6000,100,1400,3300,1300,200,1600,500,1100,1100,10200,6400,3900,2000,400,100
all_households,fourth_quintile,2007,126700,120100,82600,2800,6700,6200,100,1200,3300,1500,200,1900,500,1200,1000,10900,6700,4100,2100,400,100
all_households,fourth_quintile,2008,123900,116900,81600,2700,6700,6100,100,700,2900,500,300,1600,600,1100,600,11600,7000,4200,2200,500,100
all_households,fourth_quintile,2009,121100,113000,79200,2400,6800,5900,100,500,2900,300,300,1300,600,900,500,11300,8100,4500,2300,1200,100
all_households,fourth_quintile,2010,120200,111800,77400,2300,6600,5700,100,700,3200,300,300,900,600,900,600,12100,8400,4700,2400,1200,100
all_households,fourth_quintile,2011,120500,112400,77300,2300,6700,5800,100,700,3300,400,300,700,600,1000,600,12600,8200,4800,2400,900,100
all_households,fourth_quintile,2012,120900,112700,77400,2400,6500,5800,100,900,3400,500,300,600,700,1000,600,12600,8200,5000,2400,700,100
all_households,fourth_quintile,2013,123900,115300,78800,2500,6500,5900,100,900,3400,800,200,500,700,1000,800,13200,8500,5300,2600,600,100
all_households,fourth_quintile,2014,126400,117800,80500,2600,6400,6000,100,1000,3700,1100,200,400,700,1000,800,13300,8600,5300,2700,400,100
all_households,fourth_quintile,2015,130300,121700,83100,2700,6700,6300,100,1000,3800,1100,200,400,700,1100,800,13900,8700,5400,2800,300,100
all_households,fourth_quintile,2016,130800,122100,83900,2700,6700,6300,100,900,3600,900,200,400,600,1100,700,13900,8700,5500,2800,300,200
all_households,fourth_quintile,2017,133200,124300,85300,2900,6800,6400,100,700,3700,1300,200,400,600,1200,500,14200,8900,5600,2900,300,100
all_households,fourth_quintile,2018,134900,125600,85700,3000,6800,6500,100,700,3700,1500,200,500,700,1200,500,14600,9300,5900,3000,200,100
all_households,fourth_quintile,2019,139200,129600,88500,3100,7000,6700,100,600,3900,1400,200,700,600,1300,500,14900,9600,6000,3200,200,100
all_households,fourth_quintile,2020,141500,130000,88600,3300,7000,6700,100,600,3600,1700,200,600,800,1300,500,15000,11500,6300,3900,1200,100
all_households,fourth_quintile,2021,142200,131000,87900,3300,6800,6700,100,700,4100,2800,100,400,700,1200,500,15700,11200,6400,4000,600,100
all_households,fourth_quintile,2022,143400,132900,90800,3500,6500,6900,100,900,3900,1400,200,400,700,1400,700,15600,10500,6200,4000,300,100
all_households,highest_quintile,1979,174100,171500,107300,0,3900,4500,200,1400,12500,12700,900,8300,2100,5700,7200,4700,2700,1800,500,200,100
all_households,highest_quintile,1980,169500,166500,106000,0,3300,4600,200,1100,10200,11300,900,10400,2100,5900,5600,4900,3000,2000,600,300,100
all_households,highest_quintile,1981,169100,165900,105600,0,3500,5000,200,900,8300,10800,1000,12900,2300,6000,4400,5000,3200,2200,700,300,100
all_households,highest_quintile,1982,170300,166700,107300,0,3800,5300,200,600,7800,11300,1300,12500,2400,6200,2700,5500,3600,2400,800,300,100
all_households,highest_quintile,1983,176900,173300,109000,0,4000,5500,200,800,8800,15000,1700,11300,2200,5400,3500,5900,3600,2400,800,300,100
all_households,highest_quintile,1984,191600,187700,115000,800,3900,5900,200,900,11900,16500,2100,12500,2300,5100,4200,6500,3900,2700,900,300,100
all_households,highest_quintile,1985,193800,189900,115100,1200,4100,6100,200,900,10500,19400,2300,12000,2200,5300,4000,6700,3900,2700,900,200,100
all_households,highest_quintile,1986,217600,213600,119000,1400,4200,6500,200,900,11700,37300,2800,10500,2100,5900,4500,6600,3900,2600,900,300,200
all_households,highest_quintile,1987,205400,201700,124500,1500,4800,6700,200,1200,14000,14500,3400,10700,2000,5700,5300,7200,3700,2500,800,200,100
all_households,highest_quintile,1988,219600,215900,128700,1700,5200,7000,200,1300,18000,15900,3300,11500,2000,6500,5600,9100,3800,2600,800,200,100
all_households,highest_quintile,1989,219300,215400,127200,2000,5300,7000,200,1200,17900,14100,3700,13400,2200,6500,5500,9400,3900,2700,900,200,100
all_households,highest_quintile,1990,214100,209900,126800,2000,5400,7200,200,1100,17800,10400,3600,12900,2200,5900,5100,9400,4100,2800,900,200,200
all_households,highest_quintile,1991,207000,202900,125200,2000,5400,7300,200,1000,16800,8700,3700,11000,2200,5300,4500,9600,4100,2800,900,300,100
all_households,highest_quintile,1992,215400,211100,130400,2500,6100,7600,200,1200,18600,9700,3800,8100,2300,5200,5100,10300,4300,2900,1000,400,100
all_households,highest_quintile,1993,215800,211400,129300,2700,6800,7500,200,1300,18400,11300,3700,6500,2600,5100,6000,9900,4400,2900,1100,300,100
all_households,highest_quintile,1994,220200,215900,130700,2900,7400,7900,200,1400,19900,11000,3700,6200,2500,5100,6600,10600,4300,2800,1100,300,200
all_households,highest_quintile,1995,231700,227000,135100,3500,7300,8100,200,1600,20300,12900,3600,7500,2700,5800,7400,11100,4700,3100,1300,200,100
all_households,highest_quintile,1996,245000,239900,138100,4000,7000,8200,100,1700,21600,18600,3500,7900,2600,6300,7900,12200,5100,3400,1400,200,100
all_households,highest_quintile,1997,260700,255500,143800,4000,6300,8500,100,1800,22800,25400,3400,7900,2700,7200,8300,13100,5200,3400,1500,200,100
all_households,highest_quintile,1998,278200,273000,151400,4400,6200,8800,100,1700,24800,31500,3500,8100,2600,6900,8100,14700,5200,3500,1500,200,100
all_households,highest_quintile,1999,295600,290600,158900,4900,6200,9200,100,1800,26200,37400,3600,7900,2700,7500,8400,15800,5100,3400,1400,200,100
all_households,highest_quintile,2000,310700,305300,166400,5100,6400,9500,100,1800,25800,41800,3500,8800,2900,8100,8300,16800,5400,3700,1400,200,100
all_households,highest_quintile,2001,282500,277400,165100,5200,6800,9800,100,1200,26100,21400,3400,8200,2900,6000,5600,15400,5100,3400,1300,300,100
all_households,highest_quintile,2002,268700,263600,160200,5900,7600,9600,100,1100,26800,15400,3200,5800,2700,4900,5000,15200,5100,3300,1300,500,100
all_households,highest_quintile,2003,277600,272400,160200,7400,8500,9700,100,1500,27500,18900,3000,5000,2800,5600,7200,14900,5200,3300,1400,500,100
all_households,highest_quintile,2004,302100,296600,164100,7800,9400,9800,100,1900,30900,29200,2900,5100,3000,7400,9400,15900,5500,3500,1500,300,100
all_households,highest_quintile,2005,327400,321500,164700,8100,9700,9700,100,2500,36100,39400,3200,6800,3200,8200,12600,17100,6000,3900,1700,300,100
all_households,highest_quintile,2006,342000,335600,167500,8400,9400,9800,100,2700,36400,43700,3900,9200,3200,9600,13800,17800,6400,4100,2000,200,100
all_households,highest_quintile,2007,355300,348500,173000,8600,8900,10000,100,2400,35700,49300,4200,10700,3200,11300,12000,19200,6800,4400,2100,200,100
all_households,highest_quintile,2008,322100,315800,174600,8900,9200,10300,100,1500,34400,25300,3900,8100,3600,9800,7100,19000,6300,4000,1900,300,100
all_households,highest_quintile,2009,291900,285000,168500,8500,9500,10300,100,1100,31800,12500,3500,5700,2900,6900,5200,18200,6900,4100,1900,800,0
all_households,highest_quintile,2010,305300,298000,168600,8300,9200,10100,100,1600,32200,19100,3500,5000,3200,7900,7600,21600,7300,4400,2100,700,100
all_households,highest_quintile,2011,308500,301400,171200,8500,9200,10200,100,1600,33200,18900,3300,4300,3400,7900,7500,22100,7200,4400,2100,600,100
all_households,highest_quintile,2012,334600,326900,174500,8600,8900,10300,100,1900,37900,30700,3100,4100,3700,11000,9200,23000,7700,4900,2300,500,100
all_households,highest_quintile,2013,322100,314200,174100,8800,8800,10500,100,2000,36700,22900,3000,3700,3700,8600,9500,21800,7900,5100,2400,400,100
all_households,highest_quintile,2014,340700,332500,178100,9000,8700,10600,100,2200,38100,31800,2700,3500,4000,10200,10700,22900,8100,5300,2500,200,100
all_households,highest_quintile,2015,353100,344700,186300,9600,8900,11000,100,2100,40700,32200,2600,3500,3600,10400,10300,23500,8300,5400,2600,200,0
all_households,highest_quintile,2016,348600,340200,187500,9700,9100,11100,100,2000,40300,28300,2500,3500,3300,9900,9700,23200,8400,5500,2600,200,100
all_households,highest_quintile,2017,363100,354400,191100,9800,9100,11400,100,1500,42600,36800,2400,3700,3400,10700,7300,24400,8700,5600,2800,200,100
all_households,highest_quintile,2018,371100,362000,193600,10100,8900,11500,100,1400,41900,39100,2400,4400,3700,12000,7000,25800,9100,5900,2900,200,100
all_households,highest_quintile,2019,378500,369100,200400,10500,9200,11900,100,1400,42000,36300,2400,5100,3800,12300,6700,27000,9400,6100,3100,200,100
all_households,highest_quintile,2020,402400,392100,210400,11000,9300,12500,100,1500,45100,48000,2300,4100,3900,12100,6900,25000,10300,5900,3500,800,100
all_households,highest_quintile,2021,451600,440800,211100,10700,8700,12100,100,1700,54400,81800,2100,3400,3900,13900,8300,28900,10800,6400,3900,400,100
all_households,highest_quintile,2022,417600,407600,210700,10900,8600,12300,100,2000,53400,47300,1900,4200,4500,13500,10100,28000,10000,6100,3700,200,0
all_households,percentiles_81_90,1979,119200,117000,89800,0,3800,4600,200,1200,4600,1700,100,4000,600,1100,1800,3400,2200,1500,400,300,100
all_households,percentiles_81_90,1980,116500,113900,87100,0,3200,4500,200,900,3900,1600,100,5100,700,1200,1600,3700,2600,1600,500,400,100
all_households,percentiles_81_90,1981,116700,113900,86900,0,3300,4900,200,800,3200,1100,100,6100,700,1400,1200,3800,2800,1800,500,300,100
all_households,percentiles_81_90,1982,116400,113200,86500,0,3600,5000,200,500,2700,1100,200,6400,900,1600,700,3900,3200,2000,600,400,100
all_households,percentiles_81_90,1983,117900,114800,87200,0,3800,5100,200,600,2900,1500,200,5900,700,1300,900,4200,3100,2000,700,400,100
all_households,percentiles_81_90,1984,125700,122300,91300,600,3800,5600,200,700,4200,1500,200,6400,600,1300,1100,4700,3400,2200,800,300,100
all_households,percentiles_81_90,1985,124500,121300,90800,1000,3900,5700,200,700,3300,1600,200,5800,700,1400,1000,4800,3300,2200,700,300,100
all_households,percentiles_81_90,1986,130700,127600,95100,1200,4000,6200,200,800,4200,2800,300,5100,500,1500,1000,4700,3100,1900,700,300,200
all_households,percentiles_81_90,1987,131800,128800,95700,1300,4500,6200,200,900,4300,1700,500,4600,500,1700,1300,5400,3000,1900,600,300,200
all_households,percentiles_81_90,1988,133400,130300,95800,1500,4800,6500,200,1000,4400,1300,600,4600,500,1700,1300,6000,3100,2000,700,200,200
all_households,percentiles_81_90,1989,135500,132300,95400,1700,4900,6500,200,900,4700,1500,600,5600,700,1700,1400,6500,3200,2100,700,200,100
all_households,percentiles_81_90,1990,133800,130300,94800,1700,5000,6600,200,900,4200,1100,600,5400,700,1500,1300,6500,3500,2300,800,300,100
all_households,percentiles_81_90,1991,132100,128500,93400,1700,4900,6600,200,800,4400,1100,600,4500,700,1500,1200,7000,3600,2300,800,400,100
all_households,percentiles_81_90,1992,133300,129500,94200,2100,5500,6700,200,900,4300,1300,700,3200,600,1500,1200,7400,3800,2300,800,500,200
all_households,percentiles_81_90,1993,135200,131300,95000,2200,6300,6700,200,1000,4300,1400,700,2500,700,1500,1400,7300,3900,2500,900,400,100
all_households,percentiles_81_90,1994,137700,134000,97000,2500,6700,6900,200,1100,4400,1300,600,2300,700,1400,1400,7500,3700,2300,900,300,200
all_households,percentiles_81_90,1995,142000,138000,98000,3000,6700,7100,200,1200,4400,1500,700,2900,800,1700,1700,8100,4100,2600,1100,300,100
all_households,percentiles_81_90,1996,144900,140500,98600,3500,6400,7100,200,1300,4700,2000,700,3100,800,1800,1800,8600,4400,2800,1200,300,100
all_households,percentiles_81_90,1997,148600,144500,101600,3600,5700,7400,200,1300,5000,2800,600,2900,800,1900,1700,8900,4200,2600,1200,300,100
all_households,percentiles_81_90,1998,154600,150300,105600,4000,5600,7700,100,1200,5200,3100,500,3100,700,1800,1500,10200,4300,2800,1200,200,100
all_households,percentiles_81_90,1999,160400,156200,109100,4400,5600,8000,100,1300,5400,3900,500,2900,800,2100,1600,10600,4200,2700,1100,200,100
all_households,percentiles_81_90,2000,164300,159800,110900,4700,5700,8100,100,1200,5500,4100,500,3000,900,2200,1600,11300,4500,2900,1200,200,200
all_households,percentiles_81_90,2001,161900,157400,112400,4700,6200,8300,100,900,5300,1400,500,3100,900,1600,1000,10900,4500,2900,1200,400,100
all_households,percentiles_81_90,2002,159500,154800,111200,4300,6800,8100,100,800,5000,1000,600,2100,900,1400,900,11500,4700,2900,1200,600,100
all_households,percentiles_81_90,2003,161700,157100,111300,5000,7700,8200,100,1100,5400,1100,600,1700,800,1500,1100,11500,4700,2900,1200,500,100
all_households,percentiles_81_90,2004,167200,162300,112800,5200,8600,8300,100,1300,5500,2000,500,1500,1000,1700,1400,12400,4900,3000,1400,400,100
all_households,percentiles_81_90,2005,170500,165200,111900,5500,8900,8200,100,1800,6300,2700,500,1900,900,1800,1800,12800,5300,3300,1500,300,200
all_households,percentiles_81_90,2006,175000,169400,114000,5700,8800,8400,100,1900,6100,3100,600,2600,900,2000,2000,13100,5600,3500,1700,300,100
all_households,percentiles_81_90,2007,178400,172500,116100,5800,8300,8500,100,1700,6000,3700,500,2900,900,2200,1800,13900,5900,3700,1900,300,100
all_households,percentiles_81_90,2008,174900,169200,117000,5900,8500,8600,100,1000,5500,1200,700,2300,900,2100,1000,14200,5700,3500,1700,400,100
all_households,percentiles_81_90,2009,170900,164300,115200,5400,8700,8500,100,800,5000,500,600,1800,1000,1600,800,14200,6500,3800,1800,900,0
all_households,percentiles_81_90,2010,170600,163700,112800,5200,8400,8300,100,1100,5400,800,600,1400,1000,1700,1000,15800,6900,4000,1900,800,100
all_households,percentiles_81_90,2011,172800,166000,113800,5400,8400,8300,100,1100,5900,1000,600,1100,1000,1900,1000,16200,6800,4000,2000,700,100
all_households,percentiles_81_90,2012,174900,167600,114400,5700,8400,8500,100,1300,6100,1300,500,900,1200,1900,1000,16600,7300,4500,2200,500,100
all_households,percentiles_81_90,2013,177600,170200,115500,5700,8200,8600,100,1300,6400,2000,500,800,1100,1900,1500,16600,7400,4700,2300,400,100
all_households,percentiles_81_90,2014,181900,174500,117600,5700,8200,8800,100,1500,6600,2600,500,700,1100,2200,1600,17400,7400,4700,2300,300,100
all_households,percentiles_81_90,2015,189100,181400,123100,6100,8400,9100,100,1400,7100,2500,500,700,1100,1900,1400,17900,7700,5000,2400,300,100
all_households,percentiles_81_90,2016,190000,182300,124000,6200,8500,9200,100,1400,6900,2200,500,700,1100,2100,1400,17900,7800,4900,2400,300,100
all_households,percentiles_81_90,2017,193500,185400,125500,6400,8500,9400,100,1000,7200,3100,400,700,1100,2100,1100,18600,8000,5100,2600,200,100
all_households,percentiles_81_90,2018,197600,189200,128000,6700,8600,9600,100,1000,7000,3600,400,900,1100,2300,1000,19100,8300,5300,2700,200,100
all_households,percentiles_81_90,2019,204500,195600,132400,7000,8900,9900,100,900,7100,3200,400,1100,1200,2500,1000,19800,9000,5700,2900,200,100
all_households,percentiles_81_90,2020,209800,199900,135500,7300,9000,10200,100,1000,7200,4000,400,900,1400,2500,1000,19500,9900,5500,3300,1000,100
all_households,percentiles_81_90,2021,212100,202200,133800,7500,8500,10000,100,1100,8300,6800,300,600,1200,2500,1100,20200,9900,5800,3600,500,100
all_households,percentiles_81_90,2022,212800,203500,137600,7700,8300,10300,100,1400,8100,3300,300,800,1300,2600,1300,20400,9300,5600,3400,200,100
all_households,percentiles_91_95,1979,147000,144700,106300,0,4100,5000,200,1400,7900,3400,200,5900,1000,2300,3100,4000,2300,1600,400,200,100
all_households,percentiles_91_95,1980,144700,142200,104300,0,3400,5000,200,1100,6400,3400,200,7700,1100,2300,2700,4400,2600,1700,500,300,100
all_households,percentiles_91_95,1981,144400,141600,103400,0,3600,5500,200,900,5400,2300,200,9400,1100,2800,2000,4700,2800,1900,600,200,100
all_households,percentiles_91_95,1982,143600,140600,105200,0,4000,5700,200,600,4400,1800,300,8600,1100,2700,1100,4900,3100,2000,600,300,100
all_households,percentiles_91_95,1983,147400,144300,106100,0,4100,5900,200,800,5100,3100,400,8400,1200,2400,1500,5200,3100,2000,700,300,100
all_households,percentiles_91_95,1984,159000,155600,111400,900,4100,6400,200,900,7200,3200,500,9400,1000,2400,1800,6000,3400,2300,800,200,100
all_households,percentiles_91_95,1985,158200,155000,112100,1300,4300,6600,200,800,5700,3800,600,8500,900,2400,1600,6200,3100,2100,700,200,100
all_households,percentiles_91_95,1986,165200,161700,114600,1500,4200,7000,200,900,7100,6400,600,7400,1100,2700,1700,6300,3500,2300,800,200,100
all_households,percentiles_91_95,1987,169500,166300,119300,1700,5000,7200,200,1200,6600,3600,1000,7300,1000,2900,2400,7000,3200,2200,700,200,100
all_households,percentiles_91_95,1988,171400,168300,119900,2000,5500,7600,200,1200,7800,2600,1000,6800,900,2800,2100,7900,3100,2100,700,200,100
all_households,percentiles_91_95,1989,175400,171900,119900,2200,5500,7600,200,1200,8500,3400,1300,8000,1000,3000,2300,8000,3500,2400,800,200,200
all_households,percentiles_91_95,1990,171600,167800,116800,2200,5500,7700,200,1100,8400,2100,1300,8000,1100,2900,2200,8400,3800,2500,900,200,300
all_households,percentiles_91_95,1991,170000,166300,117300,2300,5600,7800,200,1000,8000,2100,1300,6900,1000,2700,1900,8300,3700,2400,800,300,200
all_households,percentiles_91_95,1992,172300,168400,118100,2800,6300,7900,200,1100,7900,2300,1600,5200,1100,2600,2100,9200,3900,2600,900,300,100
all_households,percentiles_91_95,1993,174200,170200,118500,3000,6900,8000,200,1300,8600,3100,1300,3900,1500,2700,2500,8900,4000,2500,1000,300,100
all_households,percentiles_91_95,1994,176700,172600,120000,3200,7500,8100,200,1300,8700,2500,1400,3700,1200,2600,2600,9600,4100,2600,1100,300,100
